ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
Q13946,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",PDE7A,5566609,L12052,Q13946,PDE7A_HUMAN,,PDE7A,PDE7A,HGNC:8791,Human,DB00651; DB00920
P48443,Retinoic acid receptor RXR-gamma,RXRG,1053069,U38480,P48443,RXRG_HUMAN,,RXRG,RXRG,HGNC:10479,Human,DB00210; DB00307; DB00459; DB00523; DB00755
Q14654,ATP-sensitive inward rectifier potassium channel 11,KCNJ11,1088445,D50582,Q14654,IRK11_HUMAN,,KCNJ11,KCNJ11,HGNC:6257,Human,DB00222; DB00308; DB00661; DB00922; DB01016; DB01119; DB01154
P05141,ADP/ATP translocase 2,SLC25A5,178661,M57424,P05141,ADT2_HUMAN,,SLC25A5,SLC25A5,HGNC:10991,Human,DB00720
P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,31332,X14356,P12314,FCGR1_HUMAN,,FCGR1A,FCGR1A,HGNC:3613,Human,DB00002; DB00005; DB00028; DB00051; DB00054; DB00056; DB00072; DB00073; DB00074; DB00075; DB00078; DB00081; DB00087; DB00092; DB00095; DB00108; DB00110; DB00111; DB00112; DB00707; DB00992
P15260,Interferon gamma receptor 1,IFNGR1,306915,J03143,P15260,INGR1_HUMAN,,IFNGR1,IFNGR1,HGNC:5439,Human,DB00033
P68344,Envelope glycoprotein GP340,BLLF1,291520,L07922,P68344,VGP3_EBVP3,,,,,HHV-4,DB00632
Q9BQB6,Vitamin K epoxide reductase complex subunit 1,VKORC1,40217983,AY423044,Q9BQB6,VKOR1_HUMAN,,VKORC1,VKORC1,HGNC:23663,Human,DB00170; DB00266; DB00498; DB00682; DB00946; DB01418
P06732,Creatine kinase M-type,CKM,180576,M14780,P06732,KCRM_HUMAN,,CKM,CKM,HGNC:1994,Human,DB00148
P25100,Alpha-1D adrenergic receptor,ADRA1D,177807,M76446,P25100,ADA1D_HUMAN,,ADRA1D,ADRA1D,HGNC:280,Human,DB00211; DB00248; DB00298; DB00321; DB00346; DB00368; DB00388; DB00420; DB00457; DB00458; DB00540; DB00575; DB00590; DB00622; DB00668; DB00696; DB00706; DB00723; DB00777; DB00800; DB00925; DB00935; DB01136; DB01142; DB01162; DB01186; DB01200; DB01224; DB01403; DB04855; DB06144; DB06207; DB06262; DB06694
Q14181,DNA polymerase alpha subunit B,POLA2,439601,L24559,Q14181,DPOA2_HUMAN,,POLA2,POLA2,HGNC:30073,Human,DB00851
Q03405,Urokinase plasminogen activator surface receptor,PLAUR,37605,X51675,Q03405,UPAR_HUMAN,,PLAUR,PLAUR,HGNC:9053,Human,DB00009; DB00013; DB00015; DB00029; DB00031
P06729,T-cell surface antigen CD2,CD2,180081,M19806,P06729,CD2_HUMAN,,CD2,CD2,HGNC:1639,Human,DB00092
O15382,"Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2,2342862,U68418,O15382,BCAT2_HUMAN,,BCAT2,BCAT2,HGNC:977,Human,DB00149; DB00167
P12268,Inosine-5'-monophosphate dehydrogenase 2,IMPDH2,307066,J04208,P12268,IMDH2_HUMAN,,IMPDH2,IMPDH2,HGNC:6053,Human,DB00688; DB01024
Q99884,Sodium-dependent proline transporter,SLC6A7,8176779,S80071,Q99884,SC6A7_HUMAN,,SLC6A7,SLC6A7,HGNC:11054,Human,DB00172
P02818,Osteocalcin,BGLAP,36093,X53698,P02818,OSTCN_HUMAN,,BGLAP,BGLAP,HGNC:1043,Human,DB00170; DB01022; DB05260
P14868,"Aspartate--tRNA ligase, cytoplasmic",DARS,179102,J05032,P14868,SYDC_HUMAN,,DARS,DARS,HGNC:2678,Human,DB00128
Q96NR8,Retinol dehydrogenase 12,RDH12,16549449,AK054835,Q96NR8,RDH12_HUMAN,,RDH12,RDH12,HGNC:19977,Human,DB00162
Q96C36,Pyrroline-5-carboxylate reductase 2,PYCR2,33150582,AF087859,Q96C36,P5CR2_HUMAN,,PYCR2,PYCR2,HGNC:30262,Human,DB00172
P15538,"Cytochrome P450 11B1, mitochondrial",CYP11B1,181333,M32879,P15538,C11B1_HUMAN,,CYP11B1,CYP11B1,HGNC:2591,Human,DB00648; DB01011
P05023,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,219942,D00099,P05023,AT1A1_HUMAN,,ATP1A1,ATP1A1,HGNC:799,Human,DB00390; DB00511; DB00774; DB00903; DB01021; DB01078; DB01092; DB01119; DB01158; DB01188; DB01244; DB01370; DB01396; DB01430
P0A6J8,D-alanine--D-alanine ligase A,ddlA,145722,M58467,P0A6J8,DDLA_ECOLI,,,,,Escherichia coli (strain K12),DB00260
Q99707,Methionine synthase,MTR,1923221,U71285,Q99707,METH_HUMAN,,MTR,MTR,HGNC:7468,Human,DB00115; DB00116; DB00134; DB00200
P30536,Translocator protein,TSPO,306883,M36035,P30536,TSPOA_HUMAN,,TSPO,TSPO,HGNC:1158,Human,DB00186; DB00231; DB00402; DB00628; DB00829; DB00897; DB00962; DB01068; DB01178; DB01198; DB01544; DB01587
P09622,"Dihydrolipoyl dehydrogenase, mitochondrial",DLD,307137,J03490,P09622,DLDH_HUMAN,,DLD,DLD,HGNC:2898,Human,DB03147
Q15822,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,1458110,U62431,Q15822,ACHA2_HUMAN,,CHRNA2,CHRNA2,HGNC:1956,Human,DB00184; DB00411; DB00483; DB00514; DB00565; DB00657; DB00674; DB00721; DB00728; DB00732; DB00810; DB00898; DB01135; DB01199; DB01226; DB01245; DB01336; DB01337; DB01338; DB01339
P21817,Ryanodine receptor 1,RYR1,337722,J05200,P21817,RYR1_HUMAN,,RYR1,RYR1,HGNC:10483,Human,DB00201; DB01219; DB04786
P12081,"Histidine--tRNA ligase, cytoplasmic",HARS,32460,Z11518,P12081,SYHC_HUMAN,,HARS,HARS,HGNC:4816,Human,DB00117
P11388,DNA topoisomerase 2-alpha,TOP2A,292830,J04088,P11388,TOP2A_HUMAN,,TOP2A,TOP2A,HGNC:11989,Human,DB00218; DB00276; DB00380; DB00385; DB00444; DB00445; DB00467; DB00487; DB00537; DB00685; DB00694; DB00773; DB00978; DB00997; DB01059; DB01137; DB01165; DB01177; DB01179; DB01204; DB01208; DB04576; DB04967; DB09047
P0A7J6,50S ribosomal protein L10,rplJ,24054563,AE005674,P0A7J6,RL10_SHIFL,,,,,Shigella flexneri,DB00778; DB01190; DB01211; DB01369; DB01627
P24228,D-alanyl-D-alanine carboxypeptidase DacB,dacB,41216,X59460,P24228,DACB_ECOLI,,,,,Escherichia coli (strain K12),DB00303; DB00417; DB00760; DB01328; DB01329; DB01331; DB04570
P23416,Glycine receptor subunit alpha-2,GLRA2,31849,X52008,P23416,GLRA2_HUMAN,,GLRA2,GLRA2,HGNC:4327,Human,DB00145; DB00431; DB00898
Q9NUB1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",ACSS1,56203090,AL035661,Q9NUB1,ACS2L_HUMAN,,ACSS1,ACSS1,HGNC:16091,Human,DB00131; DB00171
P15121,Aldose reductase,AKR1B1,178487,J04795,P15121,ALDR_HUMAN,,AKR1B1,AKR1B1,HGNC:381,Human,DB00605
P21802,Fibroblast growth factor receptor 2,FGFR2,31374,X52832,P21802,FGFR2_HUMAN,,FGFR2,FGFR2,HGNC:3689,Human,DB00039; DB01041; DB08896; DB08901; DB09078; DB09079
P31645,Sodium-dependent serotonin transporter,SLC6A4,36433,X70697,P31645,SC6A4_HUMAN,,SLC6A4,SLC6A4,HGNC:11050,Human,DB00176; DB00182; DB00191; DB00193; DB00215; DB00285; DB00289; DB00321; DB00344; DB00370; DB00408; DB00422; DB00454; DB00458; DB00472; DB00476; DB00514; DB00540; DB00543; DB00579; DB00656; DB00661; DB00715; DB00726; DB00805; DB00852; DB00907; DB00988; DB01104; DB01105; DB01114; DB01142; DB01149; DB01151; DB01175; DB01191; DB01242; DB01363; DB01577; DB04896; DB06148; DB06204; DB06700; DB06701; DB08918; DB09016
O43681,ATPase ASNA1,ASNA1,2905657,AF047469,O43681,ASNA_HUMAN,,ASNA1,ASNA1,HGNC:752,Human,DB00171
P01178,Oxytocin-neurophysin 1,OXT,189411,M25650,P01178,NEU1_HUMAN,,OXT,OXT,HGNC:8528,Human,DB00107
P19634,Sodium/hydrogen exchanger 1,SLC9A1,178753,M81768,P19634,SL9A1_HUMAN,,SLC9A1,SLC9A1,HGNC:11071,Human,DB00594
P00439,Phenylalanine-4-hydroxylase,PAH,189937,K03020,P00439,PH4H_HUMAN,,PAH,PAH,HGNC:8582,Human,DB00120; DB00360; DB00368; DB00668; DB06262
P14416,D(2) dopamine receptor,DRD2,181432,M30625,P14416,DRD2_HUMAN,,DRD2,DRD2,HGNC:3023,Human,DB00182; DB00246; DB00248; DB00268; DB00334; DB00363; DB00370; DB00391; DB00408; DB00409; DB00413; DB00420; DB00433; DB00450; DB00458; DB00477; DB00490; DB00502; DB00508; DB00540; DB00543; DB00568; DB00589; DB00623; DB00679; DB00696; DB00714; DB00726; DB00734; DB00777; DB00805; DB00831; DB00850; DB00875; DB00915; DB00933; DB00934; DB00988; DB01043; DB01049; DB01063; DB01069; DB01100; DB01142; DB01151; DB01184; DB01186; DB01200; DB01221; DB01224; DB01233; DB01235; DB01238; DB01239; DB01267; DB01392; DB01403; DB01425; DB01614; DB01618; DB01621; DB01622; DB01623; DB01624; DB04842; DB04844; DB04946; DB05271; DB06016; DB06144; DB06148; DB06216; DB06288; DB08815; DB09018; DB09128
Q9H015,Solute carrier family 22 member 4,SLC22A4,2605501,AB007448,Q9H015,S22A4_HUMAN,,SLC22A4,SLC22A4,HGNC:10968,Human,DB00583
P78540,"Arginase-2, mitochondrial",ARG2,1694633,D86724,P78540,ARGI2_HUMAN,,ARG2,ARG2,HGNC:664,Human,DB00125; DB00129
P21731,Thromboxane A2 receptor,TBXA2R,533326,D38081,P21731,TA2R_HUMAN,,TBXA2R,TBXA2R,HGNC:11608,Human,DB01207
Q12879,"Glutamate receptor ionotropic, NMDA 2A",GRIN2A,558749,U09002,Q12879,NMDE1_HUMAN,,GRIN2A,GRIN2A,HGNC:4585,Human,DB00145; DB00454; DB00949; DB01043; DB01159; DB06151
P20839,Inosine-5'-monophosphate dehydrogenase 1,IMPDH1,307067,J05272,P20839,IMDH1_HUMAN,,IMPDH1,IMPDH1,HGNC:6052,Human,DB00688; DB00811; DB01024
P16219,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADS,337928,M26393,P16219,ACADS_HUMAN,,ACADS,ACADS,HGNC:90,Human,DB03147
Q9UBK8,Methionine synthase reductase,MTRR,6572540,AF121213,Q9UBK8,MTRR_HUMAN,,MTRR,MTRR,HGNC:7473,Human,DB00115; DB00134; DB00200
Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,GABRA6,1470364,S81944,Q16445,GBRA6_HUMAN,,GABRA6,GABRA6,HGNC:4080,Human,DB00231; DB00241; DB00306; DB00312; DB00371; DB00418; DB00599; DB00683; DB00690; DB00794; DB00842; DB00849; DB00897; DB00898; DB01351; DB01352; DB01353; DB01354; DB01355; DB01544; DB01558; DB01595
P51788,Chloride channel protein 2,CLCN2,2570864,AF026004,P51788,CLCN2_HUMAN,,CLCN2,CLCN2,HGNC:2020,Human,DB01046
O94760,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",DDAH1,4160666,AB001915,O94760,DDAH1_HUMAN,,DDAH1,DDAH1,HGNC:2715,Human,DB00155
P00533,Epidermal growth factor receptor,EGFR,757924,X00588,P00533,EGFR_HUMAN,,EGFR,EGFR,HGNC:3236,Human,DB00002; DB00072; DB00281; DB00317; DB00530; DB01259; DB01269; DB05294; DB08916
P07003,Pyruvate dehydrogenase [ubiquinone],poxB,42473,X04105,P07003,POXB_ECOLI,,,,,Escherichia coli (strain K12),DB00336
Q9P2J5,"Leucine--tRNA ligase, cytoplasmic",LARS,7804450,D84223,Q9P2J5,SYLC_HUMAN,,LARS,LARS,HGNC:6512,Human,DB00149
P35372,Mu-type opioid receptor,OPRM1,452073,L25119,P35372,OPRM_HUMAN,,OPRM1,OPRM1,HGNC:8156,Human,DB00193; DB00295; DB00318; DB00321; DB00327; DB00333; DB00454; DB00497; DB00504; DB00514; DB00611; DB00647; DB00652; DB00704; DB00708; DB00802; DB00813; DB00836; DB00844; DB00854; DB00899; DB00904; DB00913; DB00921; DB00956; DB01081; DB01183; DB01192; DB01209; DB01221; DB01227; DB01433; DB01452; DB01466; DB06204; DB06274; DB06738; DB06800; DB09049; DB09272
Q07912,Activated CDC42 kinase 1,TNK2,8850245,L13738,Q07912,ACK1_HUMAN,,TNK2,TNK2,HGNC:19297,Human,DB00171
P47901,Vasopressin V1b receptor,AVPR1B,563982,D31833,P47901,V1BR_HUMAN,,AVPR1B,AVPR1B,HGNC:896,Human,DB00035; DB00067; DB02638
O43741,5'-AMP-activated protein kinase subunit beta-2,PRKAB2,2916802,AJ224538,O43741,AAKB2_HUMAN,,PRKAB2,PRKAB2,HGNC:9379,Human,DB00131
P05546,Heparin cofactor 2,SERPIND1,183910,M12849,P05546,HEP2_HUMAN,,SERPIND1,SERPIND1,HGNC:4838,Human,DB00407; DB06271
P14324,Farnesyl pyrophosphate synthase,FDPS,182399,J05262,P14324,FPPS_HUMAN,,FDPS,FDPS,HGNC:3631,Human,DB00282; DB00399; DB00630; DB00710; DB00884
P22033,"Methylmalonyl-CoA mutase, mitochondrial",MUT,187452,M65131,P22033,MUTA_HUMAN,,MUT,MUT,HGNC:7526,Human,DB00115; DB00200
P11473,Vitamin D3 receptor,VDR,340203,J03258,P11473,VDR_HUMAN,,VDR,VDR,HGNC:12679,Human,DB00136; DB00146; DB00153; DB00169; DB00910; DB01070; DB01436; DB02300
Q09470,Potassium voltage-gated channel subfamily A member 1,KCNA1,186663,L02750,Q09470,KCNA1_HUMAN,,KCNA1,KCNA1,HGNC:6218,Human,DB00228; DB00321; DB00753; DB01028; DB01115; DB01189; DB01236; DB06637
P40261,Nicotinamide N-methyltransferase,NNMT,494989,U08021,P40261,NNMT_HUMAN,,NNMT,NNMT,HGNC:7861,Human,DB00627
P33527,Multidrug resistance-associated protein 1,ABCC1,1835659,L05628,P33527,MRP1_HUMAN,,ABCC1,ABCC1,HGNC:51,Human,DB01138
P12271,Retinaldehyde-binding protein 1,RLBP1,190854,J04213,P12271,RLBP1_HUMAN,,RLBP1,RLBP1,HGNC:10024,Human,DB00162
Q5T6L4,"Argininosuccinate synthetase, isoform CRA_a",ASS1,55958410,AL354898,Q5T6L4,Q5T6L4_HUMAN,,ASS1,ASS1,HGNC:758,Human,DB00128; DB00155
Q9UHI5,Large neutral amino acids transporter small subunit 2,SLC7A8,6642960,AF171669,Q9UHI5,LAT2_HUMAN,,SLC7A8,SLC7A8,HGNC:11066,Human,DB00120; DB00160
P42971,Penicillin-binding protein 3,pbpC,790944,D38161,P42971,PBPC_BACSU,,,,,Bacillus subtilis (strain 168),DB00355; DB00493; DB01598; DB04570
P32929,Cystathionine gamma-lyase,CTH,262476,S52784,P32929,CGL_HUMAN,,CTH,CTH,HGNC:2501,Human,DB00151
Q92731,Estrogen receptor beta,ESR2,2911152,AB006590,Q92731,ESR2_HUMAN,,ESR2,ESR2,HGNC:3468,Human,DB00255; DB00481; DB00675; DB00783; DB01108; DB01196; DB04573; DB04574
Q99062,Granulocyte colony-stimulating factor receptor,CSF3R,31697,X55721,Q99062,CSF3R_HUMAN,,CSF3R,CSF3R,HGNC:2439,Human,DB00019; DB00099
P04150,Glucocorticoid receptor,NR3C1,31680,X03225,P04150,GCR_HUMAN,,NR3C1,NR3C1,HGNC:7978,Human,DB00180; DB00223; DB00240; DB00253; DB00288; DB00324; DB00351; DB00394; DB00421; DB00443; DB00547; DB00588; DB00591; DB00596; DB00620; DB00635; DB00663; DB00687; DB00741; DB00764; DB00769; DB00834; DB00838; DB00846; DB00860; DB00873; DB00896; DB00959; DB01013; DB01047; DB01130; DB01185; DB01222; DB01234; DB01260; DB01380; DB01384; DB01410; DB06781; DB08906
P14867,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,31631,X13584,P14867,GBRA1_HUMAN,,GABRA1,GABRA1,HGNC:4075,Human,DB00231; DB00241; DB00273; DB00292; DB00306; DB00312; DB00371; DB00402; DB00418; DB00425; DB00474; DB00543; DB00546; DB00599; DB00683; DB00690; DB00753; DB00794; DB00801; DB00829; DB00837; DB00842; DB00849; DB00897; DB00898; DB00962; DB01028; DB01107; DB01154; DB01159; DB01174; DB01198; DB01205; DB01215; DB01236; DB01346; DB01351; DB01352; DB01353; DB01354; DB01355; DB01381; DB01437; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
P28222,5-hydroxytryptamine receptor 1B,HTR1B,219679,D10995,P28222,5HT1B_HUMAN,,HTR1B,HTR1B,HGNC:5287,Human,DB00216; DB00246; DB00247; DB00248; DB00268; DB00315; DB00320; DB00321; DB00334; DB00363; DB00408; DB00413; DB00543; DB00571; DB00589; DB00669; DB00696; DB00714; DB00904; DB00918; DB00952; DB00953; DB00960; DB00998; DB01186; DB01200; DB01224; DB01238; DB01359; DB01392; DB06216; DB08807
P0AFI2,DNA topoisomerase 4 subunit A,parC,147106,M58408,P0AFI2,PARC_ECOLI,,,,,Escherichia coli (strain K12),DB00817
P0AES6,DNA gyrase subunit B,gyrB,41646,X04341,P0AES6,GYRB_ECOLI,,,,,Escherichia coli (strain K12),DB00817
P0AAI5,3-oxoacyl-[acyl-carrier-protein] synthase 2,fabF,572680,Z34979,P0AAI5,FABF_ECOLI,,,,,Escherichia coli (strain K12),DB01034
P0A953,3-oxoacyl-[acyl-carrier-protein] synthase 1,fabB,145884,M24427,P0A953,FABB_ECOLI,,,,,Escherichia coli (strain K12),DB01034
Q9UHC9,Niemann-Pick C1-like protein 1,NPC1L1,6643036,AF192522,Q9UHC9,NPCL1_HUMAN,,NPC1L1,NPC1L1,HGNC:7898,Human,DB00973
P0AC13,Dihydropteroate synthase,folP,41273,X68776,P0AC13,DHPS_ECOLI,,,,,Escherichia coli (strain K12),DB00259; DB00263; DB00576; DB00634; DB01015; DB01298; DB01581; DB01582; DB06729
P41972,Isoleucine--tRNA ligase,ileS,437916,X74219,P41972,SYI1_STAAU,,,,,Staphylococcus aureus,DB00410
P77390,[Citrate [pro-3S]-lyase] ligase,citC,1778535,U82598,P77390,CITC_ECOLI,,,,,Escherichia coli (strain K12),DB00336
Q9L888,Alanine racemase,alr,6708455,AF214487,Q9L888,ALR_MYCAV,,,,,Mycobacterium avium,DB00260
P09488,Glutathione S-transferase Mu 1,GSTM1,31924,X08020,P09488,GSTM1_HUMAN,,GSTM1,GSTM1,HGNC:4632,Human,DB00143
Q9Y2Q3,Glutathione S-transferase kappa 1,GSTK1,41351794,AY520571,Q9Y2Q3,GSTK1_HUMAN,,GSTK1,GSTK1,HGNC:16906,Human,DB00143
Q16772,Glutathione S-transferase A3,GSTA3,951352,L13275,Q16772,GSTA3_HUMAN,,GSTA3,GSTA3,HGNC:4628,Human,DB00143
P21266,Glutathione S-transferase Mu 3,GSTM3,306820,J05459,P21266,GSTM3_HUMAN,,GSTM3,GSTM3,HGNC:4635,Human,DB00143
O15217,Glutathione S-transferase A4,GSTA4,2597924,Y13047,O15217,GSTA4_HUMAN,,GSTA4,GSTA4,HGNC:4629,Human,DB00143
Q03013,Glutathione S-transferase Mu 4,GSTM4,306819,M96234,Q03013,GSTM4_HUMAN,,GSTM4,GSTM4,HGNC:4636,Human,DB00143
Q7RTV2,Glutathione S-transferase A5,GSTA5,23197582,BK000212,Q7RTV2,GSTA5_HUMAN,,GSTA5,GSTA5,HGNC:19662,Human,DB00143
P09211,Glutathione S-transferase P,GSTP1,31946,M24485,P09211,GSTP1_HUMAN,,GSTP1,GSTP1,HGNC:4638,Human,DB00143; DB01242; DB04339
P78417,Glutathione S-transferase omega-1,GSTO1,2393722,U90313,P78417,GSTO1_HUMAN,,GSTO1,GSTO1,HGNC:13312,Human,DB00143
P07203,Glutathione peroxidase 1,GPX1,577777,Y00433,P07203,GPX1_HUMAN,,GPX1,GPX1,HGNC:4553,Human,DB00143
P18283,Glutathione peroxidase 2,GPX2,4902773,X53463,P18283,GPX2_HUMAN,,GPX2,GPX2,HGNC:4554,Human,DB00143
P30711,Glutathione S-transferase theta-1,GSTT1,510905,X79389,P30711,GSTT1_HUMAN,,GSTT1,GSTT1,HGNC:4641,Human,DB00143
O43708,Maleylacetoacetate isomerase,GSTZ1,2832731,AJ001838,O43708,MAAI_HUMAN,,GSTZ1,GSTZ1,HGNC:4643,Human,DB00143
O75715,Epididymal secretory glutathione peroxidase,GPX5,3288455,AJ005277,O75715,GPX5_HUMAN,,GPX5,GPX5,HGNC:4557,Human,DB00143
P22352,Glutathione peroxidase 3,GPX3,2160390,D00632,P22352,GPX3_HUMAN,,GPX3,GPX3,HGNC:4555,Human,DB00143
O95954,Formimidoyltransferase-cyclodeaminase,FTCD,6537208,AF169017,O95954,FTCD_HUMAN,,FTCD,FTCD,HGNC:3974,Human,DB00116
Q13002,"Glutamate receptor ionotropic, kainate 2",GRIK2,790532,U16126,Q13002,GRIK2_HUMAN,,GRIK2,GRIK2,HGNC:4580,Human,DB00237; DB00241; DB00306; DB00312; DB00418; DB00599; DB00794; DB00849; DB01174; DB01351; DB01352; DB01353; DB01354; DB01355
P42262,Glutamate receptor 2,GRIA2,493134,L20814,P42262,GRIA2_HUMAN,,GRIA2,GRIA2,HGNC:4572,Human,DB00237; DB00241; DB00306; DB00312; DB00418; DB00599; DB00794; DB00849; DB00898; DB01174; DB01346; DB01351; DB01352; DB01353; DB01354; DB01355
P48058,Glutamate receptor 4,GRIA4,790538,U16129,P48058,GRIA4_HUMAN,,GRIA4,GRIA4,HGNC:4574,Human,DB00898
P42263,Glutamate receptor 3,GRIA3,507829,U10302,P42263,GRIA3_HUMAN,,GRIA3,GRIA3,HGNC:4573,Human,DB00898; DB01356
P49019,Hydroxycarboxylic acid receptor 3,GPR109B,219867,D10923,P49019,HCAR3_HUMAN,,GPR109B,GPR109B,HGNC:16824,Human,DB00627
O43451,"Maltase-glucoamylase, intestinal",MGAM,17648144,AF016833,O43451,MGA_HUMAN,,MGAM,MGAM,HGNC:7043,Human,DB00284; DB00491; DB04878
P12931,Proto-oncogene tyrosine-protein kinase Src,SRC,10635153,AL133293,P12931,SRC_HUMAN,,SRC,SRC,11283,Human,DB01254; DB06616; DB08901; DB09079
P06241,Tyrosine-protein kinase Fyn,FYN,338228,M14333,P06241,FYN_HUMAN,,FYN,FYN,HGNC:4037,Human,DB01254
P07947,Tyrosine-protein kinase Yes,YES1,181268,M15990,P07947,YES_HUMAN,,YES1,YES1,HGNC:12841,Human,DB01254
P29317,Ephrin type-A receptor 2,EPHA2,181944,M59371,P29317,EPHA2_HUMAN,,EPHA2,EPHA2,HGNC:3386,Human,DB01254; DB08896
P06239,Tyrosine-protein kinase Lck,LCK,36808,X05027,P06239,LCK_HUMAN,,LCK,LCK,HGNC:6524,Human,DB01254; DB08901; DB09079
Q9A1X4,50S ribosomal protein L3,rplC,13621367,AE006477,Q9A1X4,RL3_STRP1,,,,,Streptococcus pyogenes serotype M1,DB01256
P30559,Oxytocin receptor,OXTR,34765,X64878,P30559,OXYR_HUMAN,,OXTR,OXTR,HGNC:8529,Human,DB00107; DB01282
Q93088,Betaine--homocysteine S-methyltransferase 1,BHMT,1522683,U50929,Q93088,BHMT1_HUMAN,,BHMT,BHMT,HGNC:1047,Human,DB00134
P42081,T-lymphocyte activation antigen CD86,CD86,439839,L25259,P42081,CD86_HUMAN,,CD86,CD86,HGNC:1705,Human,DB00098; DB01281; DB06681
P33681,T-lymphocyte activation antigen CD80,CD80,306916,M27533,P33681,CD80_HUMAN,,CD80,CD80,HGNC:1700,Human,DB01281; DB06681
Q01718,Adrenocorticotropic hormone receptor,MC2R,28344,X65633,Q01718,ACTHR_HUMAN,,MC2R,MC2R,HGNC:6930,Human,DB01284; DB01285
P43681,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,755648,L35901,P43681,ACHA4_HUMAN,,CHRNA4,CHRNA4,HGNC:1958,Human,DB00184; DB00237; DB00241; DB00306; DB00312; DB00418; DB00514; DB00599; DB00674; DB00794; DB00849; DB00898; DB01174; DB01273; DB01351; DB01352; DB01353; DB01354; DB01355; DB09028
P17787,Neuronal acetylcholine receptor subunit beta-2,CHRNB2,32017,X53179,P17787,ACHB2_HUMAN,,CHRNB2,CHRNB2,HGNC:1962,Human,DB00184; DB00514; DB00674; DB00898
P16234,Platelet-derived growth factor receptor alpha,PDGFRA,189734,M21574,P16234,PGFRA_HUMAN,,PDGFRA,PDGFRA,HGNC:8803,Human,DB00102; DB00619; DB01268; DB06589; DB08896; DB08901
P07333,Macrophage colony-stimulating factor 1 receptor,CSF1R,553224,M25786,P07333,CSF1R_HUMAN,,CSF1R,CSF1R,HGNC:2433,Human,DB00619; DB01268
P27487,Dipeptidyl peptidase 4,DPP4,535388,U13735,P27487,DPP4_HUMAN,,DPP4,DPP4,HGNC:3009,Human,DB01076; DB01261; DB04876; DB06203; DB06335; DB08882
P01031,Complement C5,C5,179983,M57729,P01031,CO5_HUMAN,,C5,C5,HGNC:1331,Human,DB00028; DB01257
O60664,Perilipin-3,PLIN3,3095186,AF057140,O60664,PLIN3_HUMAN,,M6PRBP1,M6PRBP1,HGNC:16893,Human,DB01271; DB01279
P43220,Glucagon-like peptide 1 receptor,GLP1R,405082,U01104,P43220,GLP1R_HUMAN,,GLP1R,GLP1R,HGNC:4324,Human,DB00040; DB01276; DB06655; DB09043; DB09045
P08069,Insulin-like growth factor 1 receptor,IGF1R,804990,X04434,P08069,IGF1R_HUMAN,,IGF1R,IGF1R,HGNC:5465,Human,DB00030; DB00046; DB00047; DB00071; DB01277
O60894,Receptor activity-modifying protein 1,RAMP1,3171910,AJ001014,O60894,RAMP1_HUMAN,,RAMP1,RAMP1,HGNC:9843,Human,DB01278
O60895,Receptor activity-modifying protein 2,RAMP2,3171912,AJ001015,O60895,RAMP2_HUMAN,,RAMP2,RAMP2,HGNC:9844,Human,DB01278
O60896,Receptor activity-modifying protein 3,RAMP3,3171914,AJ001016,O60896,RAMP3_HUMAN,,RAMP3,RAMP3,HGNC:9845,Human,DB01278
O95180,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H,14670397,AF051946,O95180,CAC1H_HUMAN,,CACNA1H,CACNA1H,HGNC:1395,Human,DB00270; DB00568; DB00909; DB01023; DB01054; DB01115; DB01118; DB01244; DB04841
P14770,Platelet glycoprotein IX,GP9,2160046,X52997,P14770,GPIX_HUMAN,,GP9,GP9,HGNC:4444,Human,DB00468
Q16568,Cocaine- and amphetamine-regulated transcript protein,CARTPT,609306,U16826,Q16568,CART_HUMAN,,CARTPT,CARTPT,HGNC:24323,Human,DB00182
Q02750,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,188569,L05624,Q02750,MP2K1_HUMAN,,MAP2K1,MAP2K1,HGNC:6840,Human,DB05239; DB06616; DB08911
Q14289,Protein-tyrosine kinase 2-beta,PTK2B,988305,U33284,Q14289,FAK2_HUMAN,,PTK2B,PTK2B,HGNC:9612,Human,DB01097
P05771,Protein kinase C beta type,PRKCB,189969,M13975,P05771,KPCB_HUMAN,,PRKCB1,PRKCB1,HGNC:9395,Human,DB00163
P17812,CTP synthase 1,CTPS,30293,X52142,P17812,PYRG1_HUMAN,,CTPS,CTPS,HGNC:2519,Human,DB00130
